id,category,title,content,keywords
ill_food_poisoning,Common Illnesses,Food Poisoning,"Food poisoning is an illness caused by consuming contaminated food or water. Source: bacteria (like Salmonella, E. coli), viruses, parasites, or their toxins in improperly handled, stored, or cooked food. Symptoms: nausea, vomiting, diarrhea, stomach cramps, and sometimes fever. Prevention: thorough handwashing, cooking food to safe temperatures, avoiding cross-contamination, and proper refrigeration of perishables. Nutrition support: oral rehydration solution (ORS) or electrolyte fluids to prevent dehydration, a bland diet (bananas, rice, applesauce, toast) as symptoms ease, and probiotics to help restore healthy gut bacteria; seek medical care if symptoms are severe or persistent.","Food poisoning, foodborne illness, contaminated food, gastroenteritis"
ill_hepatitis,Common Illnesses,Hepatitis,"Hepatitis is inflammation of the liver. Source: most often viral infections (Hepatitis A and E spread via contaminated food/water; Hepatitis B, C, and D spread via blood or bodily fluids), though it can also result from alcohol use, toxins, or autoimmune conditions. Symptoms: jaundice, fatigue, abdominal pain, nausea, and dark urine. Prevention: vaccination (available for Hepatitis A and B), safe food/water practices, avoiding sharing needles, and safe sex practices. Nutrition support: a balanced diet with adequate protein for liver repair, avoiding alcohol and fatty/fried foods, staying hydrated, and small frequent meals if appetite is reduced.","Hepatitis, hepatitis A, hepatitis B, hepatitis C, liver inflammation, viral hepatitis"
ill_cholera,Common Illnesses,Cholera,"Cholera is a bacterial infection. Source: caused by Vibrio cholerae, usually spread through contaminated drinking water or food, especially where sanitation is poor. Symptoms: severe watery diarrhea and vomiting, which can lead to rapid, life-threatening dehydration. Prevention: access to clean drinking water, proper sanitation, food safety practices, and oral cholera vaccines in high-risk areas. Nutrition support: immediate oral rehydration solution (ORS) with the correct balance of salts and sugar is the most critical intervention, along with zinc supplementation, which has been shown to reduce the duration and severity of diarrhea.","Cholera, Vibrio cholerae, severe diarrhea, dehydration, waterborne disease"
ill_diarrhea,Common Illnesses,Diarrhea,"Diarrhea is frequent, loose, or watery stools. Source: commonly caused by infections (viral, bacterial, or parasitic), food intolerances, contaminated water/food, or medications. Symptoms: can lead to dehydration and loss of electrolytes if prolonged. Prevention: safe drinking water, good hand hygiene, proper food handling, and avoiding known personal food triggers. Nutrition support: oral rehydration solution (ORS) or electrolyte drinks, the BRAT diet (bananas, rice, applesauce, toast), probiotics to restore gut bacteria, and temporarily avoiding dairy, fatty, and spicy foods until symptoms resolve.","Diarrhea, diarrhoea, loose stools, dehydration, gastrointestinal illness"
ill_depression,Common Illnesses,Depression,"Depression is a common mental health condition causing persistent sadness, loss of interest in activities, and difficulty with daily functioning. Source: arises from a combination of genetic, biological, environmental, and psychological factors (e.g. chronic stress, major life changes, trauma); it requires proper diagnosis and treatment by a mental health professional (therapy and/or medication). Prevention: maintaining social connections, regular physical activity, adequate sleep, stress management, and seeking help early when symptoms appear. Nutrition support: diets rich in omega-3 fatty acids, B vitamins, vitamin D, and probiotics (supporting the gut-brain axis) are associated with better mood regulation, but nutrition is a complement to professional treatment, not a replacement for it. If you or someone you know is struggling, please reach out to a healthcare provider.","Depression, mental health, mood disorder, gut-brain axis"
ill_typhoid,Common Illnesses,Typhoid Fever,"Typhoid fever is a bacterial infection. Source: caused by Salmonella Typhi, spread through food or water contaminated with the feces of an infected person. Symptoms: prolonged high fever, weakness, stomach pain, headache, and loss of appetite. Prevention: typhoid vaccination, safe drinking water, good hand hygiene, and proper sanitation. Nutrition support: a soft, high-calorie, easily digestible diet during recovery (khichdi-style meals, soups, bananas), adequate fluids, and small frequent meals since appetite is often reduced; antibiotic treatment is essential alongside nutritional support.","Typhoid, typhoid fever, Salmonella Typhi, prolonged fever"
ill_flu,Common Illnesses,Flu (Influenza),"The flu (influenza) is a contagious viral respiratory infection. Source: spreads mainly through respiratory droplets when infected people cough, sneeze, or talk. Symptoms: fever, chills, muscle aches, cough, sore throat, congestion, and fatigue. Prevention: annual flu vaccination is the best prevention, along with good hand hygiene and avoiding close contact with sick individuals. Nutrition support: vitamin C and zinc rich foods to support immune function, warm fluids and soups (chicken soup has real anti-inflammatory and hydrating benefits), and adequate rest.","Flu, influenza, viral respiratory infection, seasonal flu"
ill_hiv,Common Illnesses,HIV (Human Immunodeficiency Virus),"HIV is a virus that attacks the body's immune system, specifically CD4 (T-helper) cells. Source: spread through contact with certain body fluids of an infected person - unprotected sexual contact, sharing needles/syringes, mother-to-child transmission during pregnancy/birth/breastfeeding, or contaminated blood transfusions; it does not spread through casual contact, saliva, or air. Symptoms: flu-like illness within 2-4 weeks of infection (fever, fatigue, swollen lymph nodes), followed by a long asymptomatic period; without treatment, it progressively weakens the immune system. Prevention: consistent condom use, not sharing needles, pre-exposure prophylaxis (PrEP) medication for high-risk individuals, regular testing, and antiretroviral treatment during pregnancy to prevent mother-to-child transmission. Nutrition support: a high-protein, adequate-calorie diet to maintain weight and muscle mass, micronutrient support (vitamin A, C, E, zinc, selenium) for immune function, and extra food safety care due to increased infection vulnerability.","HIV, human immunodeficiency virus, CD4 cells, immune system virus"
ill_aids,Common Illnesses,AIDS (Acquired Immunodeficiency Syndrome),"AIDS is the most advanced stage of HIV infection. Source: occurs when HIV has severely damaged the immune system (very low CD4 cell count) if left untreated, leaving the body vulnerable to opportunistic infections and certain cancers; the underlying cause is the same as HIV transmission (unprotected sex, needle sharing, mother-to-child transmission). Symptoms: rapid weight loss, recurring fever, prolonged swollen lymph glands, chronic diarrhea, persistent sores, pneumonia, and memory problems, largely from opportunistic infections the weakened immune system can no longer fight off. Prevention: the same prevention measures as HIV, plus - most importantly - early HIV diagnosis and consistent antiretroviral therapy (ART), which prevents progression from HIV to AIDS almost entirely. Nutrition support: high-protein, high-calorie diet with micronutrient support (vitamin A, C, E, zinc, selenium), strict food safety (avoiding raw/undercooked foods) due to severely weakened immunity, and small frequent meals if appetite is poor.","AIDS, acquired immunodeficiency syndrome, advanced HIV, opportunistic infections"
ill_cancer,Common Illnesses,Cancer,"Cancer is a group of diseases involving abnormal, uncontrolled cell growth that can invade nearby tissue and spread to other parts of the body. Source: caused by genetic mutations in cells, driven by risk factors including tobacco use, excessive alcohol, poor diet, obesity, physical inactivity, UV/radiation exposure, certain infections (e.g. HPV, Hepatitis B/C), family history, and environmental carcinogens. Symptoms: vary widely by type, but general warning signs include unexplained weight loss, persistent fatigue, unusual lumps, changes in skin, a persistent cough, and changes in bowel/bladder habits. Prevention: avoiding tobacco, limiting alcohol, maintaining a healthy weight, regular physical activity, a balanced diet rich in fruits/vegetables/fiber, limiting processed and red meat, protecting skin from UV exposure, HPV and Hepatitis B vaccination, and regular screenings for early detection. Nutrition support: antioxidant-rich fruits and vegetables, adequate protein (especially important during treatment), fiber for digestive/colon health, and limiting processed meats and excess alcohol; nutrition can support prevention and recovery but medical treatment is essential.","Cancer, tumor, malignant cells, oncology, carcinogen"
