id,category,title,content,keywords
fv_watermelon,Fruits & Vegetables,Watermelon,"Watermelon is a large, water-rich fruit (about 92% water). Key nutrients: vitamin C, vitamin A, and the antioxidant lycopene. Health benefits: excellent for hydration, supports heart health and skin health through lycopene and vitamin C, and is naturally low in calories.","Watermelon, hydration, lycopene, fruit nutrition"
fv_strawberry,Fruits & Vegetables,Strawberry,"Strawberry is a sweet, red berry. Key nutrients: very high in vitamin C, manganese, folate, and antioxidants. Health benefits: supports immune function and skin health, and antioxidants may help reduce inflammation and support heart health.","Strawberry, berries, vitamin c, fruit nutrition"
fv_blueberry,Fruits & Vegetables,Blueberry,"Blueberry is a small, dark blue berry known for its high antioxidant content. Key nutrients: vitamin C, vitamin K, fiber, and anthocyanins (the antioxidant giving them their color). Health benefits: supports brain health and memory, may reduce inflammation, and supports heart health.","Blueberry, berries, anthocyanins, fruit nutrition"
fv_raspberry,Fruits & Vegetables,Raspberry,"Raspberry is a small, red or black aggregate fruit. Key nutrients: high in fiber, vitamin C, manganese, and antioxidants. Health benefits: supports digestive health due to high fiber content, immune support from vitamin C, and antioxidants that may help reduce inflammation.","Raspberry, berries, fiber, fruit nutrition"
fv_muskmelon,Fruits & Vegetables,Muskmelon (Cantaloupe),"Muskmelon (cantaloupe) is a sweet, orange-fleshed melon. Key nutrients: vitamin A, vitamin C, and potassium. Health benefits: supports eye health and immune function through vitamin A and C, and is hydrating with a high water content.","Muskmelon, cantaloupe, melon, fruit nutrition"
fv_pear,Fruits & Vegetables,Pear,"Pear is a sweet fruit with a grainy texture, eaten with or without the skin. Key nutrients: fiber (especially in the skin), vitamin C, and vitamin K. Health benefits: supports digestive health and healthy cholesterol through its high fiber content, and provides steady energy from natural sugars.","Pear, fiber, fruit nutrition"
fv_plum,Fruits & Vegetables,Plum,"Plum is a stone fruit with smooth skin, available in many varieties. Key nutrients: vitamin C, vitamin K, and antioxidants. Health benefits: supports digestive health (dried plums/prunes are well known for this), supports bone health via vitamin K, and antioxidants support overall cell health.","Plum, prune, stone fruit, fruit nutrition"
fv_peach,Fruits & Vegetables,Peach,"Peach is a sweet, fuzzy-skinned stone fruit. Key nutrients: vitamin C, vitamin A, and fiber. Health benefits: supports skin and immune health through vitamin C, and aids digestion through its fiber content.","Peach, stone fruit, fruit nutrition"
fv_apricot,Fruits & Vegetables,Apricot,"Apricot is a small, orange stone fruit, eaten fresh or dried. Key nutrients: vitamin A, vitamin C, potassium, and fiber. Health benefits: supports eye health through its high vitamin A (beta-carotene) content, and supports heart health and digestion.","Apricot, stone fruit, beta-carotene, fruit nutrition"
fv_fig,Fruits & Vegetables,Fig,"Fig is a soft, sweet fruit with a fiber-rich, seeded interior, eaten fresh or dried. Key nutrients: fiber, calcium, potassium, and antioxidants. Health benefits: supports digestive health and, notably, provides more calcium than many other fruits, supporting bone health.","Fig, calcium, fiber, fruit nutrition"
fv_lemon_lime,Fruits & Vegetables,Lemon and Lime,"Lemon and lime are tart citrus fruits, usually used for their juice and zest rather than eaten whole. Key nutrients: very high in vitamin C, along with citric acid and flavonoid antioxidants. Health benefits: supports immune function, improves iron absorption from plant foods when added to meals, and adds flavor to water/dishes without added sugar.","Lemon, lime, citrus, vitamin c, fruit nutrition"
fv_avocado,Fruits & Vegetables,Avocado,"Avocado is a nutrient-dense fruit known for its creamy texture and healthy fat content. Key nutrients: monounsaturated (heart-healthy) fats, fiber, potassium, vitamin E, and folate. Health benefits: supports heart health through healthy fats, aids nutrient absorption of fat-soluble vitamins from other foods, and supports satiety due to its fat and fiber content.","Avocado, healthy fats, monounsaturated fat, fruit nutrition"
fv_coconut,Fruits & Vegetables,Coconut,"Coconut is a fruit whose flesh, water, and oil are all commonly consumed. Key nutrients: coconut flesh is high in fiber and medium-chain triglycerides (MCTs); coconut water is rich in electrolytes like potassium. Health benefits: coconut water supports hydration and electrolyte balance; coconut flesh provides fiber, though it is also high in saturated fat, so moderation is advised.","Coconut, coconut water, MCT, fruit nutrition"
fv_spinach,Fruits & Vegetables,Spinach,"Spinach is a leafy green vegetable. Key nutrients: iron, vitamin K, vitamin A, folate, and antioxidants (lutein). Health benefits: supports healthy blood (iron and folate for red blood cell production), bone health via vitamin K, and eye health via lutein and vitamin A. Pairing with vitamin C rich foods improves iron absorption.","Spinach, leafy greens, iron, vegetable nutrition"
fv_broccoli,Fruits & Vegetables,Broccoli,"Broccoli is a cruciferous vegetable with edible flower buds and stalk. Key nutrients: vitamin C, vitamin K, fiber, and sulforaphane (a compound linked to cancer-protective effects). Health benefits: strong immune and bone support, aids digestion, and its sulforaphane content is associated with reduced cancer risk in research.","Broccoli, cruciferous vegetable, sulforaphane, vegetable nutrition"
fv_carrot,Fruits & Vegetables,Carrot,"Carrot is a root vegetable, typically orange, though also found in purple, yellow, and white varieties. Key nutrients: very high in beta-carotene (converted to vitamin A), fiber, and vitamin K. Health benefits: supports eye health and immune function through vitamin A, and aids digestion through fiber.","Carrot, beta-carotene, root vegetable, vegetable nutrition"
fv_tomato,Fruits & Vegetables,Tomato,"Tomato is botanically a fruit but commonly used as a vegetable. Key nutrients: vitamin C, potassium, folate, and lycopene (an antioxidant more available when tomatoes are cooked). Health benefits: supports heart health through lycopene and potassium, and immune function through vitamin C.","Tomato, lycopene, vegetable nutrition"
fv_potato,Fruits & Vegetables,Potato,"Potato is a starchy root vegetable and a staple food in many cuisines. Key nutrients: vitamin C, potassium (more than a banana), vitamin B6, and fiber (especially in the skin). Health benefits: provides energy through carbohydrates, supports heart function via potassium; preparation method (baked/boiled vs. fried) significantly affects its overall healthfulness.","Potato, starchy vegetable, potassium, vegetable nutrition"
fv_onion,Fruits & Vegetables,Onion,"Onion is a pungent bulb vegetable used widely in cooking. Key nutrients: vitamin C, fiber, and antioxidants (quercetin) along with prebiotic fibers. Health benefits: quercetin has anti-inflammatory properties, and its prebiotic fiber supports healthy gut bacteria.","Onion, quercetin, prebiotic, vegetable nutrition"
fv_cucumber,Fruits & Vegetables,Cucumber,"Cucumber is a high-water-content vegetable, often eaten raw. Key nutrients: mostly water (about 95%), with some vitamin K and potassium. Health benefits: excellent for hydration, low in calories, and its fiber (especially the skin) supports digestion.","Cucumber, hydration, low calorie, vegetable nutrition"
fv_cauliflower,Fruits & Vegetables,Cauliflower,"Cauliflower is a cruciferous vegetable, related to broccoli and cabbage. Key nutrients: vitamin C, vitamin K, fiber, and choline. Health benefits: supports immune and bone health, aids digestion, and is a popular low-carbohydrate substitute for grains like rice in many diets.","Cauliflower, cruciferous vegetable, low carb, vegetable nutrition"
fv_cabbage,Fruits & Vegetables,Cabbage,"Cabbage is a leafy cruciferous vegetable, available in green, red/purple, and savoy varieties. Key nutrients: vitamin C, vitamin K, and fiber. Health benefits: supports immune and bone health, aids digestion, and fermented cabbage (like sauerkraut/kimchi) also provides probiotics for gut health.","Cabbage, cruciferous vegetable, sauerkraut, vegetable nutrition"
fv_bell_pepper,Fruits & Vegetables,Bell Pepper (Capsicum),"Bell pepper (capsicum) is a sweet pepper available in green, red, yellow, and orange varieties. Key nutrients: very high in vitamin C (red peppers have more than oranges), vitamin A, and antioxidants. Health benefits: strong immune support, supports eye health, and adds color/nutrients to meals with few calories.","Bell pepper, capsicum, vitamin c, vegetable nutrition"
fv_sweet_potato,Fruits & Vegetables,Sweet Potato,"Sweet potato is a starchy root vegetable with orange, purple, or white flesh. Key nutrients: very high in beta-carotene (vitamin A), fiber, and potassium. Health benefits: supports eye health and immune function through vitamin A, aids digestion via fiber, and has a lower glycemic impact than regular potatoes when boiled.","Sweet potato, beta-carotene, root vegetable, vegetable nutrition"
fv_beetroot,Fruits & Vegetables,Beetroot,"Beetroot is a deep red-purple root vegetable. Key nutrients: folate, potassium, fiber, and nitrates (natural compounds that convert to nitric oxide in the body). Health benefits: nitrates may support healthy blood pressure and exercise performance, and folate supports red blood cell production.","Beetroot, beet, nitrates, vegetable nutrition"
